image_name,psm,oem,confidence,text
image copy 2.png,3,1,95.0,
image copy 2.png,6,1,0,
image copy 2.png,11,1,31.8,"— ant, sansedielis adipiscing slit. Lit teesrmapiein, orton Gc (ES. CI ISNA ATCA iquancaugue felis"
image copy 2.png,13,1,0.0,es
image copy 3.png,3,1,95.0,
image copy 3.png,6,1,33.4,+ _ Atel id D
image copy 3.png,11,1,24.94736842105263,"Rr eee “WRG Lele help foun tdaagy7 Laren RE SR, RepHN, POAT is slineete Sit ‘imeerdiel acy necjuste consent:"
image copy 3.png,13,1,4.0,==]
image copy 4.png,3,1,95.0,
image copy 4.png,6,1,13.75,"t * a. ialteeanlpaege Svea: modtee==St*~<C«si didi‘ \"""
image copy 4.png,11,1,23.77777777777778,"(i) % ah ne? SE, Ve: =~ , wiiptetng wh: thecnskieaperenets, es Ber Pure. Ls Pag | 7"
image copy 4.png,13,1,20.0,ee
image copy 5.png,3,1,86.55555555555556,Ask your agent questions Cc (*) Sleep Find your on a decision dream home
image copy 5.png,6,1,74.36363636363636,= i] IT*SO \ Ask your agent Take your time wa questions \ (“) Sleep Find your on a decision dream home
image copy 5.png,11,1,81.78947368421052,TSO 9?> Ask your agent Take your time questions © (*) Sleep Find your on a decision dream home
image copy 5.png,13,1,46.0,Py
image copy 6.png,3,1,55.5,"“ - a NM very friendly staff and of : =cofte ‘and desserts Hight etommen . Blac cee visitors. Our cellent fodd,' 7"
image copy 6.png,6,1,45.80555555555556,"wn wees veuw fone P'such a @gat placewing| ..& . very friendly staff afd of ~~ eBur cellent fodd,,, +. Scoftefand dessert Foy | : Highlf Récommendths. | | a place f ral visitors. _ 7"
image copy 6.png,11,1,53.34285714285714,"? ‘wwe l aE a ¥ Bo 1 Such a t place Ta very friendly staff aftd of cellent fo d,\-; coffe ‘and desserts etommen Hight & Blac cee visitors. rift] \' Michele T rola"
image copy 6.png,13,1,55.0,g
image copy 7.png,3,1,86.8076923076923,"The event was a huge and great success. We all learned a lot from great motivators. , | will definitely © recommend this to everyone"
image copy 7.png,6,1,66.5,"The event was a ~ huge and great ""SC - success. We all learned a lot from mm great motivators. A ; [ | will definitely eee recommend this i to everyone oN y co |"
image copy 7.png,11,1,83.37037037037037,"The event was a huge and great success. We all learned a lot from great motivators. | will definitely — ™ recommend this to everyone 7m, ——"
image copy 7.png,13,1,65.0,a
image copy 8.png,3,1,95.0,
image copy 8.png,6,1,29.066666666666666,"- ¥ 1 fy Boater yap gyn eather ge eo ne, hot ore aot oi"
image copy 8.png,11,1,35.14545454545455,"™ » wos 3 ‘4 “ Ne J l; we Ow Wit rapes sy age iy |? poke ak woes ae, i ee Ht ae ah a a yy Acs be rn vt th ne % oe ae dus wo ne ian ne we a be HL af ? i LLL a} a thee, ra"
image copy 8.png,13,1,58.0,se
image copy 9.png,3,1,86.8157894736842,"“Christmas ts the spirit of givin oe a thought of getting. It is happinesSagm we see joy in people. It is forgetting self ™ and finding time for others, It’s discarding the meaningless and stressing t"
image copy 9.png,6,1,77.38095238095238,“Christmas ts the spirit of givin 2 a thought of getting. It is happinesSagm we see joy in people. It is forgetting self ™ and finding time for others. It’s discarding the meaningless and stressing th
image copy 9.png,11,1,79.88636363636364,> | “Christmas ts the spirit of givin g a thought of getting. It is happines# S we see joy in people. It is forgetting se and finding time for others. It’s discardl the meaningless and stressing the t
image copy 9.png,13,1,21.0,4
image copy.png,3,1,95.0,
image copy.png,6,1,42.666666666666664,Mote. uw Bis
image copy.png,11,1,22.647058823529413,bea easacd iad ones es UE eek oka pe POTS PRT NOTE mo a Ga Re ow
image copy.png,13,1,57.0,_
image.png,3,1,0,
image.png,6,1,16.75,eo Seremipeunatir deel eemvcitiat
image.png,11,1,16.666666666666668,"S usememe ‘Carem ipoxtiordiemel, poctioor- ogi aliquanr arenes a"
image.png,13,1,16.0,oe
licensed-image.jpg,3,1,95.0,
licensed-image.jpg,6,1,22.399876390605687,"a rio BSA aie ae Boe m4 Hale pa ge 4 cet Ay ‘A lee ere is ste’, * Si ae od Lies ee ES Ne tee: ae Baek OA Bra re it Pree rae ata 19 recent, S ae Me eee. ‘ike LQ mae ane igs A eee oh vgs een Beet Risa m"
licensed-image.jpg,11,1,28.86348122866894,"rs td ‘3 A em nh vic ae o o¥: %K, mo ont, t e 9 ia “2 Ver PP? of « a +5, af ” % ap tes, Berge a ra te 587) oo ae bh ‘t % ne, bi ws pe? eriets ie. es oy Pe Py Lases 22a ~ Ke in ae ity bn Leg Ka we 4; <"
licensed-image.jpg,13,1,20.0,et
unnamed (1).jpg,3,1,95.0,
unnamed (1).jpg,6,1,39.62686567164179,"7 a 1 woh oo Oden 1 - 7 "" ' { Lu ' - ' 1 . mo tt ae Reviews phe le th og - .! - - at Or 24 2008, - _- 1 . - oe : B tere on 4 ' - - “7 am _ - oT - 1 a treet falen review here> _! . toa 4 - J a - ' ' - "
unnamed (1).jpg,11,1,40.36734693877551,"te -- av "" me Reviews i -s =u "" -F tae Oct 34 2008, wg ac RERED - hreert tesa review tt here> . e- ap -— na <2 se ma 7 wt e- L 34 ' 48 - cn se “I = - ""yl = Fo ."
unnamed (1).jpg,13,1,53.0,a
unnamed.jpg,3,1,95.0,
unnamed.jpg,6,1,25.405405405405407,hd ee went var a Jett eours ° | all atch Ac ar tke Se hanadad ae Ome eae foe oe = _ ——__-_——~ Me: > tee SS BS jonah A Eccageaty — roy endl _ @
unnamed.jpg,11,1,27.357142857142858,"re: 00 asl GREAT, aaron woe Q Been, dayt neeetnens’ Q ante CP Petes MAAN Raps oso ad POCRLIA ee ow QRDOR] 7 m3 = tatae See Seba’ Quen 5 ial: witien aeKre nw mead el ex ws: rt oa) [0] ———__—-"
unnamed.jpg,13,1,0.0,aa8
WhatsApp Image 2025-12-08 at 18.01.50_08ad1a6a.jpg,3,1,67.09615384615384,"5:58 @ mag wor APM 7%, ! © Varitad Parctrrse: Det, 20273 Pelee Be wooderti Review for: BEE Year 2024 « Capacity-183 L - Color Midnight Blossom Blue » Star Rating 5 - With Base Drawer Yes"" Fabulous Dee"
WhatsApp Image 2025-12-08 at 18.01.50_08ad1a6a.jpg,6,1,59.553719008264466,"5:58 @ mag wor APM 7%, “8 Helpful fork } i © Varitad Parctrrse: Det, 20273 nv ‘a ~~. 3 Pelee Be wonder Review for: BEE Year 2024 « Capacity-183 L - Color Midnight Blossom Blue » Star Rating 5 - With B"
WhatsApp Image 2025-12-08 at 18.01.50_08ad1a6a.jpg,11,1,65.1923076923077,"5:58 @ mag wor APM 7%, © Varitad Parctrrse: Det, 20273 Pelee Be wooderti Review for: BEE Year 2024 « Capacity-183 L - Color Midnight Blossom Blue » Star Rating 5 - With Base Drawer Yes"" Fabulous i Dee"
WhatsApp Image 2025-12-08 at 18.01.50_08ad1a6a.jpg,13,1,90.0,4
WhatsApp Image 2025-12-08 at 18.01.50_a9b1b7e0.jpg,3,1,66.30263157894737,"5:58 @ may a so* APM 79, € AllReviews ' ead menos ane . A — ein 6321 reviews Qe! 1,674 User reviews sorted by ER ee) RUE: super Review for. BEE Year 2024 - Capacity 183 L + Color Camellia Purple « Sta"
WhatsApp Image 2025-12-08 at 18.01.50_a9b1b7e0.jpg,6,1,60.19767441860465,"5:58 @ may a so* APM 79, € AllReviews Coser reee ee ; . Sk CE 69/104 1,04:268 ratings and on ¥ 5,417 6327 reviews 2k: 1,874 1% Se 3,742 Pf bo 1 : > SS User reviews sorted by __. cc Review for. BEE Yea"
WhatsApp Image 2025-12-08 at 18.01.50_a9b1b7e0.jpg,11,1,65.8076923076923,"5:58 B MAR a so* APM 79, € AllReviews Sh QE «69,104 4k 24,331 1,04:268 ratings and Se 5,417 1,674 6321 reviews 2k — 1 ee 3,742 User reviews sorted by ER ee) PRN Supe Review for. BEE Year 2024 + Capaci"
WhatsApp Image 2025-12-08 at 18.01.50_a9b1b7e0.jpg,13,1,63.0,=
WhatsApp Image 2025-12-08 at 18.01.51_82382034.jpg,3,1,70.88775510204081,"Rohit'Bhartl, Begusaral (Cron) (6) ! O Verified Purchaee:: Jt, 2023 F 1 hint. Mind-blowing purchase Review for. BEE Year 2024 » Capacity 183 L:+ Color Cameilia Blue * Stat Rating'’4- With Base Drawer "
WhatsApp Image 2025-12-08 at 18.01.51_82382034.jpg,6,1,62.98979591836735,"} se @ as ee ="" - I Rohit'Bharti, Begusaral (Gms) : O Verified Purchaee:: Jt, 2023 hint. Mind-blowing purchase Review for. BEE Year 2024 » Capacity 183 L:+ Color Cameilia Blue * Stat Rating'’4- With B"
WhatsApp Image 2025-12-08 at 18.01.51_82382034.jpg,11,1,64.62105263157895,"® 5G"" tal 7% _ 558 Be ~ Rohit!Bhartl, Begusaral (Cmmnen) (62) O Verified Purchaee:: Jt, 2023 . hint. Mind-blowing purchase Review for. BEE Year 2024 » Capacity 183 L:+ Color Cameilia Blue * Stat Ratin"
WhatsApp Image 2025-12-08 at 18.01.51_82382034.jpg,13,1,0.0,-
WhatsApp Image 2025-12-08 at 18.01.51_bfe357a3.jpg,3,1,71.24,"5:58 @ mag eso"" M7 Paliawl Fiwar, Chheterper nimiws) () | @ Verified Purchase - Apr,.2023 - 4 PRD E: Must buy! Review for. BEE Year 2024 Capacity 183 L + Color Camellia Blue * Star Rating 4° With Base"
WhatsApp Image 2025-12-08 at 18.01.51_bfe357a3.jpg,6,1,72.02054794520548,"5:58 @ mag eso"" M7 Paliawl Fiwar, Chheterper (omer) ! @ Vered Purchase - Apr, 2023 . : SERRE RE: Must buy! Review for. BEE Year 2024 Capacity 183 L + Color Camellia Blue + Star Rating 4,* With Base Dr"
WhatsApp Image 2025-12-08 at 18.01.51_bfe357a3.jpg,11,1,71.61224489795919,"5:58 @ mae eso"" M7 Dallay! Tiwari, Chhaterntr nimiws) () @ Verified Purchase - Apr,.2023 "" PROG ME: Must buy Review for. BEE Year 2024 Capacity 183 L + Color Camellia Blue + Star Rating 4,* With Base "
WhatsApp Image 2025-12-08 at 18.01.51_bfe357a3.jpg,13,1,45.0,3
WhatsApp Image 2025-12-08 at 18.01.53_aa476986.jpg,3,1,74.38129496402878,"5:58 @ may eso"" APM 7%, Review for, BEE Year 2024 + Capacity 183 L + Color Camettia Blue + Star Rating 4- With Base Drawer Yes My mom Is very happy 3 . Moinu.., North Twenty Fou... <r @ Verified Purch"
WhatsApp Image 2025-12-08 at 18.01.53_aa476986.jpg,6,1,73.50359712230215,"5:58 @ may eso"" APM 7%, Review for: BEE Year 2024 + Capacity 183 L + Color Cameitia Blue + Star Rating 4- With Base Drawer Yes My mom Is very happy ' 4 t q i I —_—— Moinu.., North Twenty Fou... @ Veri"
WhatsApp Image 2025-12-08 at 18.01.53_aa476986.jpg,11,1,75.66417910447761,"5:58 BMA eso"" APM 7%, Review for, BEE Year 2024 + Capacity 183 L + Color Camettia Blue + Star Rating 4- With Base Drawer Yes My mom Is very happy 3 . Moinu.., North Twenty Fou... <r @ Verified Purchas"
WhatsApp Image 2025-12-08 at 18.01.53_aa476986.jpg,13,1,90.0,3
WhatsApp Image 2025-12-08 at 18.01.54_6bc99c1c.jpg,3,1,72.11764705882354,"5:58 @ ma a s0* APM 79, good best quality Samsung’s Kaitfpil..., Parlakhemundi : @ Verified Purchase: Jun, 2023 RRM classy product Review for. BEE Year: 2024. Gapacity 183, L’* Color Camelia Blue « St"
WhatsApp Image 2025-12-08 at 18.01.54_6bc99c1c.jpg,6,1,66.38297872340425,"5:58 @ ma a s0* APM 79, good best quality Samsung’s S| Kaitfpil..., Parlakhemundi , © Verified Purchase’ jun, 2023 SLR CREERRRRE: clossy product Review for: BEE Year: 2024. Gapacity 183 L’ Color Camel"
WhatsApp Image 2025-12-08 at 18.01.54_6bc99c1c.jpg,11,1,71.12781954887218,"5:58 B mA a s0* APM 79, good best aualty ‘Samsung's Kaitfpil..., Parlakhemundi @ Verified Purchase: Jun, 2023 CEMIRRE: classy product Review for. BEE Year 2024. Gapacity 183 > Color Camelia Biue « Sta"
WhatsApp Image 2025-12-08 at 18.01.54_6bc99c1c.jpg,13,1,43.0,=
WhatsApp Image 2025-12-08 at 18.01.55_3bec0952.jpg,3,1,69.26241134751773,"5:58 @ mae a s0* YS 7%, Puppy meu > Ou mauiy ¥* Wil Dass Wawel TED Product Is-good and performance and cooling-also good but over heat Pe ~? VENKATESH..., Coimbatore (© umn) ! @ Verified Purchase - ‘A"
WhatsApp Image 2025-12-08 at 18.01.55_3bec0952.jpg,6,1,69.2043795620438,"5:58 @ mae a s0* YS 7%, rUppy Meu * Ola! Nauity Wil Dass Widawo TuD Product Is-good and performance and cooling-also good but over heat | | VENKATESH..., Coimbatore (© mast) ! @ Verified Purchase «Apt"
WhatsApp Image 2025-12-08 at 18.01.55_3bec0952.jpg,11,1,69.71532846715328,"5:58 B ma a s0* YS 7%, Puppy meu > Ou mauiy ¥* Wil Dass Wawel TED Product is-good and performance and cooling-also good Pee ~ but over heat VENKATESH...., Caimbatore Cum @ Verified Purchase - ‘Apt, 20"
WhatsApp Image 2025-12-08 at 18.01.55_3bec0952.jpg,13,1,30.0,=
WhatsApp Image 2025-12-08 at 18.01.55_790fe36f.jpg,3,1,70.65957446808511,"5:58 @ mMaK a s0* Mo 7%, ——— @ Verified Purchase. Dec;2023 AibtaER: A00s0me Review for: BEE Year 2024 «Capacity 163 L - Color Cameailia Blue + Star Rating 4° With Base Drawer Yes -Awesame a Very,good "
WhatsApp Image 2025-12-08 at 18.01.55_790fe36f.jpg,6,1,66.19587628865979,"5:58 @ mMaK a s0* Mo 7%, @ Verified Purchase. Dec;2023 a Review for: BEE Year 2024 «Capacity 163 L - Color Cameailia Blue + Star Rating 4° With Base Drawer Yes -Awesame ad Very,good quallty g . Best c"
WhatsApp Image 2025-12-08 at 18.01.55_790fe36f.jpg,11,1,65.09183673469387,"5:58 @ mMaK a s0* Mo 7%, ee 2 @ Verified Purchase. Dec;2023 AibtaER: A00s0me Review for: BEE Year 2024 «Capacity 163 L - Color Cameailia Blue ° Star Rating 4.- With Base Drawer Yes Awesame pl Very,goo"
WhatsApp Image 2025-12-08 at 18.01.55_790fe36f.jpg,13,1,68.0,3
WhatsApp Image 2025-12-08 at 18.01.56_09a8048b.jpg,3,1,71.97540983606558,"5:58 @ ma a s0* M7, @ Veriied Purctrase : Mar, 2024 Ofaligd sx She Decent product: Review for: BEE Year 2024 + Capacity-183 L + Color Camellia Blue + Star Rating 4 With Basa Drawer Yes"" Good product !"
WhatsApp Image 2025-12-08 at 18.01.56_09a8048b.jpg,6,1,67.86466165413533,"5:58 @ ma a s0* M7, © Verified Purctrase - Mar, 2024 ——$PPPSLKK Ofaligd sx She Decent product: Review for: BEE Year 2024 « Capacity-183 L + Color Camellla' Blue + Star Rating 4 With Basa Drawer Yes"" G"
WhatsApp Image 2025-12-08 at 18.01.56_09a8048b.jpg,11,1,71.10169491525424,"5:58 B mA a s0* M7, @ Veriied Purctrase : Mar, 2024 Ofaligd sx She Decent product: Review for: BEE Year 2024 « Capacity-183 L - Color Camellia’ Blue + Star Rating 4 With Basa Drawer Yes"" Good product "
WhatsApp Image 2025-12-08 at 18.01.56_09a8048b.jpg,13,1,0.0,.
WhatsApp Image 2025-12-08 at 18.01.56_d785eace.jpg,3,1,76.37373737373737,"Review for: BEE Year 2024.+.Capecity 183 L + Color Camellia Purple « Star Rating 4+ With Base Drawer Yes Nice quality Muntyappa we, Malur ! ‘@ Verified Purchase “May, 2023 MRAM BIE- Awesome Review for"
WhatsApp Image 2025-12-08 at 18.01.56_d785eace.jpg,6,1,62.09016393442623,"5:58 @ may eo"" APM 7%, ps “RMN awesome Review for: BEE Year 2024.+.Capecity 183 L + Color Camellia Purple « Star Rating 4+ With Base Drawer Yes Nice quality — pa -_ eee eee oes f 4 U 4 | \ = _ Muniyap"
WhatsApp Image 2025-12-08 at 18.01.56_d785eace.jpg,11,1,61.05309734513274,"5:58 B ma eo"" APM 7%, -- + - Awesome: Review for: BEE Year 2024.+.Capecity 183 L + Color Camellia Purple « Star Rating 4+ With Base Drawer Yes Nice quality = eee aos oS 4y 4 I — a = = “Muniyappa wa, M"
WhatsApp Image 2025-12-08 at 18.01.56_d785eace.jpg,13,1,45.0,=
WhatsApp Image 2025-12-08 at 18.01.56_e4654cb6.jpg,3,1,74.76146788990826,"5:58 @ Mag eso P79, | @ Verified Purchasa- Nov, 2023 Review for: BEE Year 2024 «Capacity 183 L + Color Camelila Blue » Star Rating 4+ With Base Drawer Yes Cooling is excellent nd the colour Is so beau"
WhatsApp Image 2025-12-08 at 18.01.56_e4654cb6.jpg,6,1,66.85585585585585,"5:58 @ Mag eso P79, : @ Vosified Purchase- Nov, 2023 }§ Review for: BEE Year 2024 «Capacity 183 L + Color Camelila Blue » Star Rating 4+ With Base Drawer Yes Cooling is excellent nd the colour Is so b"
WhatsApp Image 2025-12-08 at 18.01.56_e4654cb6.jpg,11,1,69.32692307692308,"5:58 @ mag eso P79, @ Verified Purchasa- Nov, 2023 Review for: BEE Year 2024 «Capacity 183 L + Color Camelila Blue » Star Rating 4+ With Base Drawer Yes Cooling is excellent nd the colour Is so beauti"
WhatsApp Image 2025-12-08 at 18.01.56_e4654cb6.jpg,13,1,0.0,-
WhatsApp Image 2025-12-08 at 18.01.57_a143ce9c.jpg,3,1,95.0,
WhatsApp Image 2025-12-08 at 18.01.57_a143ce9c.jpg,6,1,41.229166666666664,"RRESSES x ‘Tp peviegss weet OE Punisha :- © Ganted 8 daya ngs Ly Oidpatag Vij Arigaran — { Rested W depo eo Gand h i ‘ & Help Meesho User pay wae» hacia eters ons Very yore "" G Hepes Umadevi Balina ae"
WhatsApp Image 2025-12-08 at 18.01.57_a143ce9c.jpg,11,1,44.0,"Tb eviegs wie Oe Punisha Qriat © dented iS doya age | Vij Arigaran + | Posted dape eyo an LY Hoipotad Meesho User ee > acti Rekiyy-ege, a G Hepta Umadevi Balina Gund *° Canet Fe agp eed predacts"
WhatsApp Image 2025-12-08 at 18.01.57_a143ce9c.jpg,13,1,20.0,=
WhatsApp Image 2025-12-08 at 18.01.57_d75fc0f2.jpg,3,1,73.5546218487395,"5:58 @ mag sor P79, © Verified Purchase: Apr, 2024 2 - Ciba. Simply awesome. Raview for. BEE Year 2024 : Capacity 183 L - Color Cameiiia Blue + Star Rating 4, With Base Drawer Yes Refrigerator-Is very"
WhatsApp Image 2025-12-08 at 18.01.57_d75fc0f2.jpg,6,1,69.4076923076923,"5:58 @ mag sor P79, © Verified Purchase: Apr, 2024 yp Ciba. Simply awesome. Raview for. BEE Year 2024 : Capacity 183 L - Color Cameiiia Blue + Star Rating 4, With Base Drawer Yes Refrigerator-Is very "
WhatsApp Image 2025-12-08 at 18.01.57_d75fc0f2.jpg,11,1,71.99180327868852,"5:58 @ mae sor P79, @ Vorified Purchase: Apr, 2024 "" Cha. Simply awesome. Raview for. BEE Year 2024 : Capacity 183 L - Color Cameiiia Blue + Star Rating 4, With Base Drawer Yes Refrigerator-Is very go"
WhatsApp Image 2025-12-08 at 18.01.57_d75fc0f2.jpg,13,1,66.0,3
WhatsApp Image 2025-12-08 at 18.01.57_f5fb5b0e.jpg,3,1,38.666666666666664,"et © Gated Sveys age Meesho,User Deed * peated taysene"
WhatsApp Image 2025-12-08 at 18.01.57_f5fb5b0e.jpg,6,1,40.26470588235294,"REEEsES. x ii} i ; CS hdnipiel Priya Pethiya hv © thant Sdars ape Ged premtice CY Hointes Meesho,User # © Punto Gays eee Goad id ’ Oo Heipted Shashimanjesh Wertinit | © Hema"
WhatsApp Image 2025-12-08 at 18.01.57_f5fb5b0e.jpg,11,1,37.0,"""  btaipiel Priya Pethiya oh © Gated Svays age God pramicn CY Herts Meesho,User Deed * peated Gays ene el Lo Heit Shashimanjesh = © Het"
WhatsApp Image 2025-12-08 at 18.01.57_f5fb5b0e.jpg,13,1,0.0,-
WhatsApp Image 2025-12-08 at 18.15.42_e51a8de4.jpg,3,1,66.30263157894737,"5:58 @ may a so* APM 79, € AllReviews ' ead menos ane . A — ein 6321 reviews Qe! 1,674 User reviews sorted by ER ee) RUE: super Review for. BEE Year 2024 - Capacity 183 L + Color Camellia Purple « Sta"
WhatsApp Image 2025-12-08 at 18.15.42_e51a8de4.jpg,6,1,60.19767441860465,"5:58 @ may a so* APM 79, € AllReviews Coser reee ee ; . Sk CE 69/104 1,04:268 ratings and on ¥ 5,417 6327 reviews 2k: 1,874 1% Se 3,742 Pf bo 1 : > SS User reviews sorted by __. cc Review for. BEE Yea"
WhatsApp Image 2025-12-08 at 18.15.42_e51a8de4.jpg,11,1,65.8076923076923,"5:58 B MAR a so* APM 79, € AllReviews Sh QE «69,104 4k 24,331 1,04:268 ratings and Se 5,417 1,674 6321 reviews 2k — 1 ee 3,742 User reviews sorted by ER ee) PRN Supe Review for. BEE Year 2024 + Capaci"
WhatsApp Image 2025-12-08 at 18.15.42_e51a8de4.jpg,13,1,63.0,=
WhatsApp Image 2025-12-08 at 18.15.47_4d4d4078.jpg,3,1,88.25,eat
WhatsApp Image 2025-12-08 at 18.15.47_4d4d4078.jpg,6,1,26.53191489361702,"7 OO TESS RE LER, l ' Ep pesce | isin tain po ‘ any Mr ee a at rae Ey ntither fron aoe a ith ete on teed FEE et MC AE Te UR % ee ee eee ipattoaa PME. i igemip ned Slee tracey cts,"
WhatsApp Image 2025-12-08 at 18.15.47_4d4d4078.jpg,11,1,24.272727272727273,"a4 43. Ay rey tly ones epee Saati a Te Ti eI = hee roar yd 9 Lusereodr nari Ba = 4E Re prayed oeall Sta ppt cat Ca iat: a bere ROT ore earn gre) meat Ke BeldR rai ro anti Seytiat, Be res Soe : *4 ni r"
WhatsApp Image 2025-12-08 at 18.15.47_4d4d4078.jpg,13,1,88.0,=
WhatsApp Image 2025-12-08 at 18.15.48_362c5d4f.jpg,3,1,61.56122448979592,"oS: + - btn ad Ove 'B.O + Ferric suchen, ‘Review tor: Color Awesome Lilac « RAM 8 GB + Storege 128 GE” WEE =0 = =~ Review for Qoior Awesome iceblue « RAM 6 G8 + Storage 266 GB Dispiay:it looks awesome"
WhatsApp Image 2025-12-08 at 18.15.48_362c5d4f.jpg,6,1,50.906474820143885,"oN + i- Aa MO $$ 4 ‘Review tor Color Awasome’ Lilac » RAM 8 GB Storege 128 GE"" Nice camera and displa: — “~ - i ; ; : ¢€ 4 ; i 4 ‘ d ihn ogee mae) © Vetied Panter: Caio ee a WEE =0 = =~ Review for: Oo"
WhatsApp Image 2025-12-08 at 18.15.48_362c5d4f.jpg,11,1,56.26,"Ana MO™ Es + it- 'B.O + Ferric suchen, ‘Review tor: Color Awesome Lilac « RAM 8 GB + Storege 128 GE” ihn ogee pacer) ©) @ Veiled Parton - Caine Es. Review for Color Awesome eebiue « RAM 6 G8 + Storage"
WhatsApp Image 2025-12-08 at 18.15.48_362c5d4f.jpg,13,1,65.0,=
WhatsApp Image 2025-12-08 at 18.15.48_7cb87184.jpg,3,1,95.0,
